Row ID,Transaction Id (PK),Order ID,Order Date,Year,Month,Quarter,Ship Date,Shipping Delay,Shipping Speed,Ship Mode,Customer ID,Customer Name,Customer Type,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Order-Size,Sales Per Unit,Discount,Profit,Profit Margin,Loss Severity,Loss Flag,Order-Level Total Sales (Grouped by Order ID C),Customer Purchase Frequency (Customer ID = L),Total sales per customer,Discount Amount (Sales × Discount)
6216,TXN-006215,CA-2015-161711,11/28/2015,2015,November,Q4,12/3/2015,5,Normal,Standard Class,MC-17425,Mark Cousins,Loyal,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000087,FURNITURE,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16,3,Small,22.72,0%,27.95,0.41,Profit,Profit,130.4,10,4432.14,0.0
6217,TXN-006216,CA-2015-161711,11/28/2015,2015,November,Q4,12/3/2015,5,Normal,Standard Class,MC-17425,Mark Cousins,Loyal,Corporate,United States,New York City,New York,10035,East,OFF-EN-10001539,OFFICE SUPPLIES,Envelopes,Staple envelope,62.24,8,Small,7.78,0%,29.25,0.47,Profit,Profit,130.4,10,4432.14,0.0
6218,TXN-006217,US-2015-129553,7/27/2015,2015,July,Q3,8/2/2015,6,Normal,Standard Class,PG-18820,Patrick Gardner,Loyal,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10004897,TECHNOLOGY,Phones,Mediabridge Sport Armband iPhone 5s,29.97,3,Small,9.99,0%,0.3,0.01,Profit,Profit,29.97,26,3086.89,0.0
6219,TXN-006218,CA-2016-160220,10/20/2016,2016,October,Q4,10/26/2016,6,Normal,Standard Class,JS-16030,Joy Smith,Loyal,Consumer,United States,Trenton,Michigan,48183,Central,TEC-PH-10001300,TECHNOLOGY,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",125.7,6,Medium,20.95,0%,35.2,0.28,Profit,Profit,338.54,18,2516.49,0.0
6220,TXN-006219,CA-2016-160220,10/20/2016,2016,October,Q4,10/26/2016,6,Normal,Standard Class,JS-16030,Joy Smith,Loyal,Consumer,United States,Trenton,Michigan,48183,Central,TEC-PH-10001557,TECHNOLOGY,Phones,Pyle PMP37LED,191.98,2,Medium,95.99,0%,51.83,0.27,Profit,Profit,338.54,18,2516.49,0.0
6221,TXN-006220,CA-2016-160220,10/20/2016,2016,October,Q4,10/26/2016,6,Normal,Standard Class,JS-16030,Joy Smith,Loyal,Consumer,United States,Trenton,Michigan,48183,Central,OFF-ST-10000617,OFFICE SUPPLIES,Storage,Woodgrain Magazine Files by Perma,20.86,7,Small,2.98,0%,1.46,0.07,Profit,Profit,338.54,18,2516.49,0.0
6222,TXN-006221,US-2017-157224,9/14/2017,2017,September,Q3,9/18/2017,4,Normal,Second Class,JB-16000,Joy Bell-,Occasional,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000121,OFFICE SUPPLIES,Labels,Avery 48,56.7,9,Small,6.3,0%,26.08,0.46,Profit,Profit,56.7,7,644.12,0.0
6223,TXN-006222,CA-2017-140627,12/23/2017,2017,December,Q4,12/27/2017,4,Normal,Standard Class,DK-12985,Darren Koutras,Occasional,Consumer,United States,Hendersonville,Tennessee,37075,South,FUR-FU-10000087,FURNITURE,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.7,4,Small,18.18,20%,19.08,0.26,Profit,Profit,303.31,8,1687.03,14.54
6224,TXN-006223,CA-2017-140627,12/23/2017,2017,December,Q4,12/27/2017,4,Normal,Standard Class,DK-12985,Darren Koutras,Occasional,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-AR-10000422,OFFICE SUPPLIES,Art,Pencil and Crayon Sharpener,12.26,7,Small,1.75,20%,1.07,0.09,Profit,Profit,303.31,8,1687.03,2.45
6225,TXN-006224,CA-2017-140627,12/23/2017,2017,December,Q4,12/27/2017,4,Normal,Standard Class,DK-12985,Darren Koutras,Occasional,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-ST-10004123,OFFICE SUPPLIES,Storage,Safco Industrial Wire Shelving System,218.35,3,Medium,72.78,20%,-54.59,-0.25,Low Loss,Loss,303.31,8,1687.03,43.67
6226,TXN-006225,CA-2015-133445,10/5/2015,2015,October,Q4,10/9/2015,4,Normal,Standard Class,JF-15490,Jeremy Farry,Loyal,Consumer,United States,Portland,Oregon,97206,West,FUR-BO-10003660,FURNITURE,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.29,1,Small,66.29,70%,-103.86,-1.57,Low Loss,Loss,357.46,15,1082.92,46.4
6227,TXN-006226,CA-2015-133445,10/5/2015,2015,October,Q4,10/9/2015,4,Normal,Standard Class,JF-15490,Jeremy Farry,Loyal,Consumer,United States,Portland,Oregon,97206,West,FUR-CH-10000422,FURNITURE,Chairs,Global Highback Leather Tilter in Burgundy,291.17,4,Medium,72.79,20%,-14.56,-0.05,Low Loss,Loss,357.46,15,1082.92,58.23
6228,TXN-006227,CA-2014-148782,11/2/2014,2014,November,Q4,11/7/2014,5,Normal,Standard Class,PO-18850,Patrick O'Brill,Loyal,Consumer,United States,Irving,Texas,75061,Central,TEC-PH-10002923,TECHNOLOGY,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.78,3,Small,29.59,20%,7.77,0.09,Profit,Profit,88.78,22,7473.83,17.76
6229,TXN-006228,CA-2016-148208,1/22/2016,2016,January,Q1,1/27/2016,5,Normal,Standard Class,BT-11530,Bradley Talbott,Loyal,Home Office,United States,Cleveland,Ohio,44105,East,TEC-PH-10004093,TECHNOLOGY,Phones,Panasonic Kx-TS550,110.38,4,Medium,27.6,40%,-20.24,-0.18,Low Loss,Loss,165.56,10,2684.5,44.15
6230,TXN-006229,CA-2016-148208,1/22/2016,2016,January,Q1,1/27/2016,5,Normal,Standard Class,BT-11530,Bradley Talbott,Loyal,Home Office,United States,Cleveland,Ohio,44105,East,TEC-AC-10000171,TECHNOLOGY,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.18,3,Small,18.39,20%,15.86,0.29,Profit,Profit,165.56,10,2684.5,11.04
6231,TXN-006230,CA-2017-127656,7/11/2017,2017,July,Q3,7/17/2017,6,Normal,Standard Class,NW-18400,Natalie Webber,Loyal,Consumer,United States,Waterloo,Iowa,50701,Central,OFF-AR-10001166,OFFICE SUPPLIES,Art,Staples in misc. colors,30.32,4,Small,7.58,0%,11.82,0.39,Profit,Profit,30.32,22,7234.02,0.0
6232,TXN-006231,US-2017-142188,9/11/2017,2017,September,Q3,9/11/2017,0,Fast,Same Day,JF-15415,Jennifer Ferguson,Loyal,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10003199,FURNITURE,Chairs,Office Star - Contemporary Task Swivel Chair,177.57,2,Medium,88.78,20%,8.88,0.05,Profit,Profit,1820.21,14,2371.45,35.51
6233,TXN-006232,US-2017-142188,9/11/2017,2017,September,Q3,9/11/2017,0,Fast,Same Day,JF-15415,Jennifer Ferguson,Loyal,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002005,OFFICE SUPPLIES,Paper,Xerox 225,19.44,3,Small,6.48,0%,9.33,0.48,Profit,Profit,1820.21,14,2371.45,0.0
6234,TXN-006233,US-2017-142188,9/11/2017,2017,September,Q3,9/11/2017,0,Fast,Same Day,JF-15415,Jennifer Ferguson,Loyal,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004101,OFFICE SUPPLIES,Paper,Xerox 1894,71.28,11,Small,6.48,0%,34.21,0.48,Profit,Profit,1820.21,14,2371.45,0.0
6235,TXN-006234,US-2017-142188,9/11/2017,2017,September,Q3,9/11/2017,0,Fast,Same Day,JF-15415,Jennifer Ferguson,Loyal,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004600,OFFICE SUPPLIES,Binders,Ibico Ibimaster 300 Manual Binding System,1471.96,5,Large,294.39,20%,459.99,0.31,Profit,Profit,1820.21,14,2371.45,294.39
6236,TXN-006235,US-2017-142188,9/11/2017,2017,September,Q3,9/11/2017,0,Fast,Same Day,JF-15415,Jennifer Ferguson,Loyal,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000127,TECHNOLOGY,Phones,iOttie XL Car Mount,79.96,5,Small,15.99,20%,-17.99,-0.22,Low Loss,Loss,1820.21,14,2371.45,15.99
6237,TXN-006236,CA-2016-144400,2/23/2016,2016,February,Q1,2/27/2016,4,Normal,Standard Class,AC-10420,Alyssa Crouse,Occasional,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10004386,OFFICE SUPPLIES,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.58,3,Small,19.19,20%,21.59,0.37,Profit,Profit,57.58,5,925.8,11.52
6238,TXN-006237,US-2016-155180,1/22/2016,2016,January,Q1,1/29/2016,7,Slow,Standard Class,TB-21280,Toby Braunhardt,Loyal,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004506,OFFICE SUPPLIES,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.34,4,Small,6.58,20%,9.22,0.35,Profit,Profit,26.34,11,2198.46,5.27
6239,TXN-006238,CA-2015-134075,12/12/2015,2015,December,Q4,12/16/2015,4,Normal,Standard Class,HA-14905,Helen Abelman,Loyal,Consumer,United States,San Jose,California,95123,West,FUR-FU-10004597,FURNITURE,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,3,Medium,55.5,0%,21.64,0.13,Profit,Profit,526.88,10,2163.32,0.0
6240,TXN-006239,CA-2015-134075,12/12/2015,2015,December,Q4,12/16/2015,4,Normal,Standard Class,HA-14905,Helen Abelman,Loyal,Consumer,United States,San Jose,California,95123,West,OFF-ST-10001496,OFFICE SUPPLIES,Storage,Standard Rollaway File with Lock,360.38,2,Medium,180.19,0%,93.7,0.26,Profit,Profit,526.88,10,2163.32,0.0
6241,TXN-006240,US-2016-131912,10/29/2016,2016,October,Q4,11/1/2016,3,Fast,Second Class,LH-17155,Logan Haushalter,Loyal,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004236,OFFICE SUPPLIES,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.74,1,Small,11.74,20%,3.82,0.33,Profit,Profit,11.74,19,1739.69,2.35
6242,TXN-006241,CA-2017-141572,5/28/2017,2017,May,Q2,5/31/2017,3,Fast,Second Class,LO-17170,Lori Olson,Occasional,Corporate,United States,Concord,New Hampshire,3301,East,FUR-FU-10001185,FURNITURE,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44,8,Medium,30.93,0%,101.45,0.41,Profit,Profit,247.44,9,644.35,0.0
6243,TXN-006242,CA-2014-134621,12/21/2014,2014,December,Q4,12/28/2014,7,Slow,Standard Class,DP-13390,Dennis Pardue,Loyal,Home Office,United States,Columbia,Tennessee,38401,South,OFF-BI-10000977,OFFICE SUPPLIES,Binders,Ibico Plastic Spiral Binding Combs,18.24,2,Small,9.12,70%,-14.59,-0.8,Low Loss,Loss,18.24,14,5480.73,12.77
6244,TXN-006243,CA-2016-165561,11/24/2016,2016,November,Q4,11/28/2016,4,Normal,Standard Class,CR-12580,Clay Rozendal,Occasional,Home Office,United States,Bellevue,Washington,98006,West,OFF-SU-10004782,OFFICE SUPPLIES,Supplies,"Elite 5"" Scissors",25.35,3,Small,8.45,0%,7.6,0.3,Profit,Profit,25.35,6,2148.85,0.0
6245,TXN-006244,CA-2015-112305,11/20/2015,2015,November,Q4,11/25/2015,5,Normal,Standard Class,KB-16405,Katrina Bavinger,Occasional,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10002067,OFFICE SUPPLIES,Art,Newell 334,119.04,6,Medium,19.84,0%,30.95,0.26,Profit,Profit,155.16,9,908.82,0.0
6246,TXN-006245,CA-2015-112305,11/20/2015,2015,November,Q4,11/25/2015,5,Normal,Standard Class,KB-16405,Katrina Bavinger,Occasional,Home Office,United States,Seattle,Washington,98105,West,FUR-FU-10002364,FURNITURE,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,Small,7.38,0%,6.42,0.29,Profit,Profit,155.16,9,908.82,0.0
6247,TXN-006246,CA-2015-112305,11/20/2015,2015,November,Q4,11/25/2015,5,Normal,Standard Class,KB-16405,Katrina Bavinger,Occasional,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10002018,TECHNOLOGY,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98,2,Small,6.99,0%,6.01,0.43,Profit,Profit,155.16,9,908.82,0.0
6248,TXN-006247,CA-2017-121580,5/29/2017,2017,May,Q2,6/4/2017,6,Normal,Standard Class,ML-17410,Maris LaWare,Loyal,Consumer,United States,Columbus,Indiana,47201,Central,OFF-BI-10000632,OFFICE SUPPLIES,Binders,Satellite Sectional Post Binders,43.41,1,Small,43.41,0%,19.97,0.46,Profit,Profit,522.79,15,2921.51,0.0
6249,TXN-006248,CA-2017-121580,5/29/2017,2017,May,Q2,6/4/2017,6,Normal,Standard Class,ML-17410,Maris LaWare,Loyal,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10003981,FURNITURE,Furnishings,Eldon Wave Desk Accessories,6.24,3,Small,2.08,0%,2.62,0.42,Profit,Profit,522.79,15,2921.51,0.0
6250,TXN-006249,CA-2017-121580,5/29/2017,2017,May,Q2,6/4/2017,6,Normal,Standard Class,ML-17410,Maris LaWare,Loyal,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10001564,OFFICE SUPPLIES,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,2,Medium,232.58,0%,120.94,0.26,Profit,Profit,522.79,15,2921.51,0.0
6251,TXN-006250,CA-2017-121580,5/29/2017,2017,May,Q2,6/4/2017,6,Normal,Standard Class,ML-17410,Maris LaWare,Loyal,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10004082,OFFICE SUPPLIES,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,1,Small,7.98,0%,3.99,0.5,Profit,Profit,522.79,15,2921.51,0.0
6252,TXN-006251,CA-2014-101147,12/2/2014,2014,December,Q4,12/4/2014,2,Fast,First Class,MC-17575,Matt Collins,Loyal,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10004249,OFFICE SUPPLIES,Appliances,Staple holder,2.39,1,Small,2.39,80%,-6.34,-2.65,Low Loss,Loss,2.39,11,1303.89,1.91
6253,TXN-006252,CA-2014-165806,4/7/2014,2014,April,Q2,4/7/2014,0,Fast,Same Day,VM-21685,Valerie Mitchum,Loyal,Home Office,United States,Marietta,Georgia,30062,South,OFF-PA-10003441,OFFICE SUPPLIES,Paper,Xerox 226,58.32,9,Small,6.48,0%,27.99,0.48,Profit,Profit,259.29,12,2454.87,0.0
6254,TXN-006253,CA-2014-165806,4/7/2014,2014,April,Q2,4/7/2014,0,Fast,Same Day,VM-21685,Valerie Mitchum,Loyal,Home Office,United States,Marietta,Georgia,30062,South,TEC-PH-10004922,TECHNOLOGY,Phones,RCA Visys Integrated PBX 8-Line Router,200.97,3,Medium,66.99,0%,50.24,0.25,Profit,Profit,259.29,12,2454.87,0.0
6255,TXN-006254,CA-2015-151624,9/8/2015,2015,September,Q3,9/14/2015,6,Normal,Standard Class,VW-21775,Victoria Wilson,Loyal,Corporate,United States,Montgomery,Alabama,36116,South,FUR-FU-10001731,FURNITURE,Furnishings,Acrylic Self-Standing Desk Frames,21.36,8,Small,2.67,0%,8.12,0.38,Profit,Profit,21.36,18,6134.04,0.0
6256,TXN-006255,CA-2017-139444,9/9/2017,2017,September,Q3,9/15/2017,6,Normal,Standard Class,GK-14620,Grace Kelly,Loyal,Corporate,United States,Plano,Texas,75023,Central,OFF-LA-10000134,OFFICE SUPPLIES,Labels,Avery 511,9.86,4,Small,2.46,20%,3.45,0.35,Profit,Profit,9.86,14,6497.28,1.97
6257,TXN-006256,CA-2015-133977,9/6/2015,2015,September,Q3,9/8/2015,2,Fast,Second Class,AT-10435,Alyssa Tate,Occasional,Home Office,United States,Tamarac,Florida,33319,South,OFF-BI-10003166,OFFICE SUPPLIES,Binders,GBC Plasticlear Binding Covers,3.44,1,Small,3.44,70%,-2.53,-0.74,Low Loss,Loss,3.44,9,1171.81,2.41
6258,TXN-006257,CA-2017-141425,11/2/2017,2017,November,Q4,11/6/2017,4,Normal,Second Class,AR-10825,Anthony Rawles,Loyal,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10000646,OFFICE SUPPLIES,Supplies,Premier Automatic Letter Opener,384.59,2,Medium,192.3,20%,-81.73,-0.21,Low Loss,Loss,384.59,13,4523.33,76.92
6259,TXN-006258,CA-2015-133536,3/28/2015,2015,March,Q1,3/30/2015,2,Fast,Second Class,JH-15820,John Huston,Occasional,Consumer,United States,New York City,New York,10009,East,OFF-EN-10004459,OFFICE SUPPLIES,Envelopes,Security-Tint Envelopes,22.92,3,Small,7.64,0%,11.23,0.49,Profit,Profit,22.92,8,528.92,0.0
6260,TXN-006259,CA-2015-150441,8/13/2015,2015,August,Q3,8/17/2015,4,Normal,Second Class,RA-19285,Ralph Arnett,Loyal,Consumer,United States,Richmond,Indiana,47374,Central,OFF-BI-10003529,OFFICE SUPPLIES,Binders,Avery Round Ring Poly Binders,11.36,4,Small,2.84,0%,5.57,0.49,Profit,Profit,11.36,17,2617.89,0.0
6261,TXN-006260,CA-2015-162607,5/12/2015,2015,May,Q2,5/18/2015,6,Normal,Standard Class,RO-19780,Rose O'Brian,Loyal,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10002949,OFFICE SUPPLIES,Binders,Prestige Round Ring Binders,14.59,3,Small,4.86,20%,4.92,0.34,Profit,Profit,14.59,12,3815.47,2.92
6262,TXN-006261,CA-2017-103506,7/23/2017,2017,July,Q3,7/27/2017,4,Normal,Standard Class,LR-17035,Lisa Ryan,Loyal,Corporate,United States,Long Beach,New York,11561,East,OFF-LA-10001158,OFFICE SUPPLIES,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",41.4,4,Small,10.35,0%,19.87,0.48,Profit,Profit,41.4,12,1879.29,0.0
6263,TXN-006262,CA-2016-132479,9/24/2016,2016,September,Q3,9/26/2016,2,Fast,First Class,MK-17905,Michael Kennedy,Loyal,Corporate,United States,Rockford,Illinois,61107,Central,OFF-BI-10004584,OFFICE SUPPLIES,Binders,GBC ProClick 150 Presentation Binding System,442.37,7,Medium,63.2,80%,-729.91,-1.65,High Loss,Loss,442.37,17,2302.36,353.9
6264,TXN-006263,CA-2017-160724,5/5/2017,2017,May,Q2,5/10/2017,5,Normal,Standard Class,YS-21880,Yana Sorensen,Loyal,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004965,OFFICE SUPPLIES,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,Small,11.5,0%,15.52,0.45,Profit,Profit,34.5,12,6720.44,0.0
6265,TXN-006264,US-2016-115952,10/6/2016,2016,October,Q4,10/6/2016,0,Fast,Same Day,JH-15910,Jonathan Howell,Occasional,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10004654,OFFICE SUPPLIES,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5,Small,5.77,0%,14.42,0.5,Profit,Profit,28.85,9,959.48,0.0
6266,TXN-006265,CA-2014-146731,11/3/2014,2014,November,Q4,11/8/2014,5,Normal,Standard Class,AT-10735,Annie Thurman,Loyal,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10000141,OFFICE SUPPLIES,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.49,2,Small,1.74,20%,1.18,0.34,Profit,Profit,147.35,16,3831.87,0.7
6267,TXN-006266,CA-2014-146731,11/3/2014,2014,November,Q4,11/8/2014,5,Normal,Standard Class,AT-10735,Annie Thurman,Loyal,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10001019,OFFICE SUPPLIES,Paper,Xerox 1884,143.86,9,Medium,15.98,20%,48.55,0.34,Profit,Profit,147.35,16,3831.87,28.77
6268,TXN-006267,CA-2015-115392,10/1/2015,2015,October,Q4,10/4/2015,3,Fast,Second Class,RM-19675,Robert Marley,Loyal,Home Office,United States,Cambridge,Massachusetts,2138,East,TEC-PH-10002496,TECHNOLOGY,Phones,Cisco SPA301,311.98,2,Medium,155.99,0%,93.59,0.3,Profit,Profit,334.43,11,5979.09,0.0
6269,TXN-006268,CA-2015-115392,10/1/2015,2015,October,Q4,10/4/2015,3,Fast,Second Class,RM-19675,Robert Marley,Loyal,Home Office,United States,Cambridge,Massachusetts,2138,East,OFF-BI-10000829,OFFICE SUPPLIES,Binders,Avery Non-Stick Binders,22.45,5,Small,4.49,0%,10.33,0.46,Profit,Profit,334.43,11,5979.09,0.0
6270,TXN-006269,CA-2017-102379,12/2/2017,2017,December,Q4,12/6/2017,4,Normal,Standard Class,BB-11545,Brenda Bowman,Loyal,Corporate,United States,Oakland,California,94601,West,TEC-PH-10001448,TECHNOLOGY,Phones,Anker Astro 15000mAh USB Portable Charger,39.99,1,Small,39.99,20%,-8.0,-0.2,Low Loss,Loss,1378.95,20,6765.73,8.0
6271,TXN-006270,CA-2017-102379,12/2/2017,2017,December,Q4,12/6/2017,4,Normal,Standard Class,BB-11545,Brenda Bowman,Loyal,Corporate,United States,Oakland,California,94601,West,FUR-CH-10004983,FURNITURE,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.06,9,Large,128.78,20%,43.46,0.04,Profit,Profit,1378.95,20,6765.73,231.81
6272,TXN-006271,CA-2017-102379,12/2/2017,2017,December,Q4,12/6/2017,4,Normal,Standard Class,BB-11545,Brenda Bowman,Loyal,Corporate,United States,Oakland,California,94601,West,OFF-AR-10004022,OFFICE SUPPLIES,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5,Medium,35.98,0%,44.98,0.25,Profit,Profit,1378.95,20,6765.73,0.0
6273,TXN-006272,CA-2017-149706,12/11/2017,2017,December,Q4,12/12/2017,1,Fast,First Class,AS-10285,Alejandro Savely,Occasional,Corporate,United States,Palatine,Illinois,60067,Central,TEC-AC-10001284,TECHNOLOGY,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,116.31,7,Medium,16.62,20%,23.26,0.2,Profit,Profit,116.31,8,3214.24,23.26
6274,TXN-006273,US-2016-139087,7/17/2016,2016,July,Q3,7/22/2016,5,Normal,Second Class,DK-13375,Dennis Kane,Loyal,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10001847,FURNITURE,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,Small,4.14,0%,4.47,0.36,Profit,Profit,656.4,23,3318.49,0.0
6275,TXN-006274,US-2016-139087,7/17/2016,2016,July,Q3,7/22/2016,5,Normal,Second Class,DK-13375,Dennis Kane,Loyal,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10004595,TECHNOLOGY,Accessories,First Data TMFD35 PIN Pad,428.4,3,Medium,142.8,0%,89.96,0.21,Profit,Profit,656.4,23,3318.49,0.0
6276,TXN-006275,US-2016-139087,7/17/2016,2016,July,Q3,7/22/2016,5,Normal,Second Class,DK-13375,Dennis Kane,Loyal,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004164,FURNITURE,Furnishings,"Eldon 300 Class Desk Accessories, Black",24.75,5,Small,4.95,0%,10.89,0.44,Profit,Profit,656.4,23,3318.49,0.0
6277,TXN-006276,US-2016-139087,7/17/2016,2016,July,Q3,7/22/2016,5,Normal,Second Class,DK-13375,Dennis Kane,Loyal,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10001074,OFFICE SUPPLIES,Labels,Round Specialty Laser Printer Labels,87.71,7,Small,12.53,0%,41.22,0.47,Profit,Profit,656.4,23,3318.49,0.0
6278,TXN-006277,US-2016-139087,7/17/2016,2016,July,Q3,7/22/2016,5,Normal,Second Class,DK-13375,Dennis Kane,Loyal,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000604,OFFICE SUPPLIES,Storage,Home/Office Personal File Carts,69.52,2,Small,34.76,0%,17.38,0.25,Profit,Profit,656.4,23,3318.49,0.0
6279,TXN-006278,US-2016-139087,7/17/2016,2016,July,Q3,7/22/2016,5,Normal,Second Class,DK-13375,Dennis Kane,Loyal,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000148,TECHNOLOGY,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.78,2,Small,10.39,20%,-4.68,-0.23,Low Loss,Loss,656.4,23,3318.49,4.16
6280,TXN-006279,US-2016-139087,7/17/2016,2016,July,Q3,7/22/2016,5,Normal,Second Class,DK-13375,Dennis Kane,Loyal,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10000042,OFFICE SUPPLIES,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.82,3,Small,4.27,20%,4.17,0.33,Profit,Profit,656.4,23,3318.49,2.56
6281,TXN-006280,CA-2017-152226,5/12/2017,2017,May,Q2,5/16/2017,4,Normal,Standard Class,JH-15910,Jonathan Howell,Occasional,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-LA-10000443,OFFICE SUPPLIES,Labels,Avery 501,5.9,2,Small,2.95,20%,1.99,0.34,Profit,Profit,5.9,9,959.48,1.18
6282,TXN-006281,CA-2015-116484,11/20/2015,2015,November,Q4,11/26/2015,6,Normal,Standard Class,JK-15205,Jamie Kunitz,Loyal,Consumer,United States,Marion,Ohio,43302,East,FUR-FU-10002874,FURNITURE,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,63.82,2,Small,31.91,20%,9.57,0.15,Profit,Profit,205.37,13,4427.14,12.76
6283,TXN-006282,CA-2015-116484,11/20/2015,2015,November,Q4,11/26/2015,6,Normal,Standard Class,JK-15205,Jamie Kunitz,Loyal,Consumer,United States,Marion,Ohio,43302,East,OFF-ST-10003994,OFFICE SUPPLIES,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",141.55,3,Medium,47.18,20%,-26.54,-0.19,Low Loss,Loss,205.37,13,4427.14,28.31
6284,TXN-006283,CA-2016-100944,9/24/2016,2016,September,Q3,9/28/2016,4,Normal,Standard Class,EH-13765,Edward Hooks,Loyal,Corporate,United States,Los Angeles,California,90049,West,OFF-EN-10001453,OFFICE SUPPLIES,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.9,5,Medium,60.98,0%,143.3,0.47,Profit,Profit,868.14,32,10310.87,0.0
6285,TXN-006284,CA-2016-100944,9/24/2016,2016,September,Q3,9/28/2016,4,Normal,Standard Class,EH-13765,Edward Hooks,Loyal,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10000988,FURNITURE,Chairs,Hon Olson Stacker Stools,563.24,5,Large,112.65,20%,56.32,0.1,Profit,Profit,868.14,32,10310.87,112.65
6286,TXN-006285,CA-2016-125080,10/21/2016,2016,October,Q4,10/26/2016,5,Normal,Standard Class,VW-21775,Victoria Wilson,Loyal,Corporate,United States,Lakewood,Ohio,44107,East,FUR-TA-10003238,FURNITURE,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.18,2,Large,330.59,40%,-231.41,-0.35,High Loss,Loss,661.18,18,6134.04,264.47
6287,TXN-006286,CA-2016-121020,10/24/2016,2016,October,Q4,10/31/2016,7,Slow,Standard Class,CG-12040,Catherine Glotzbach,Occasional,Home Office,United States,Lebanon,Tennessee,37087,South,TEC-PH-10001061,TECHNOLOGY,Phones,Apple iPhone 5C,239.98,3,Medium,79.99,20%,18.0,0.08,Profit,Profit,239.98,9,904.48,48.0
